ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Precipitation(in),Weather_Event,Weather_Conditions,Duration(mins),StartHour,StartDayOfWeek,IsWeekend,Weather_Encoded
C-5884,2,40.937798,-73.837967,2020-11-10 18:43:00+00:00,2020-11-10 20:40:24+00:00,1.399999976158142,6.0,7.0,Slow,Delays of seven minutes on Sprain Brook Pkwy Southbound between NY-100 Central Park Ave and Bronx River Pkwy. Average speed five mph.,Sprain Brook Pkwy N,Bronxville,Westchester,NY,US,10708,US/Eastern,KHPN,2020-11-10T13:56:00.000-05:00,71.0,61.0,29.65,10.0,0.0,,Partly Cloudy,117.4,18,1,0,109
C-5885,0,41.039051,-73.783051,2020-11-10 19:52:00+00:00,2020-11-10 20:33:26+00:00,1.7400000095367432,0.0,2.0,Moderate,Delays of two minutes on RT-119 Eastbound between NY-119 Tarrytown Rd and NY-100 Tarrytown Rd. Average speed 15 mph.,Tarrytown Rd,White Plains,Westchester,NY,US,10607-1620,US/Eastern,KHPN,2020-11-10T14:56:00.000-05:00,71.0,61.0,29.64,10.0,0.0,,Partly Cloudy,41.43333333333333,19,1,0,109
C-5886,0,41.30090300000001,-72.924263,2020-11-10 19:52:00+00:00,2020-11-10 20:46:26+00:00,1.9099999666213991,0.0,2.0,Moderate,Delays of two minutes and delays increasing on US-1 Union Ave Eastbound between West St and State St. Average speed 15 mph.,State St,New Haven,New Haven,CT,US,06519,US/Eastern,KHVN,2020-11-10T14:53:00.000-05:00,69.0,70.0,30.11,10.0,0.0,,Fair,54.43333333333333,19,1,0,19
C-5887,0,41.526508,-73.891693,2020-11-10 19:51:00+00:00,2020-11-10 20:32:27+00:00,0.6700000166893005,0.0,1.0,Moderate,Delays of one minute on US-9 Southbound between Elm St and I-84 Exits 46 46A 46B. Average speed ten mph.,Route 9,Fishkill,Dutchess,NY,US,12524-2253,US/Eastern,KPOU,2020-11-10T14:53:00.000-05:00,76.0,45.0,29.9,10.0,0.0,,Fair,41.45,19,1,0,19
C-5888,0,39.939449,-75.265617,2020-11-10 19:49:00+00:00,2020-11-10 20:36:01+00:00,0.8500000238418579,0.0,1.0,Moderate,Delays of one minute and delays easing on Baltimore Ave Eastbound in Lansdowne. Average speed ten mph.,E Baltimore Ave,Lansdowne,Delaware,PA,US,19050-2255,US/Eastern,KPHL,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.12,10.0,0.0,,Partly Cloudy,47.016666666666666,19,1,0,109
C-5889,0,39.943138,-75.247887,2020-11-10 19:06:00+00:00,2020-11-10 20:35:05+00:00,1.4900000095367432,0.0,2.0,Moderate,Delays of two minutes and delays easing on US-13 Baltimore Ave Westbound between 54th St and US-13 Baltimore Ave. Average speed 15 mph.,Baltimore Ave,Lansdowne,Delaware,PA,US,19050-2740,US/Eastern,KPHL,2020-11-10T13:54:00.000-05:00,75.0,55.0,30.14,10.0,0.0,,Partly Cloudy,89.08333333333333,19,1,0,109
C-5890,0,39.944088,-75.116585,2020-11-10 19:07:00+00:00,2020-11-10 20:36:01+00:00,1.2699999809265137,0.0,3.0,Slow,Delays of three minutes on CR-537 Federal St Eastbound between Riverside Dr and CR-537 Federal St. Average speed ten mph.,Federal St,Camden,Camden,NJ,US,08103-1311,US/Eastern,KPHL,2020-11-10T13:54:00.000-05:00,75.0,55.0,30.14,10.0,0.0,,Partly Cloudy,89.01666666666667,19,1,0,109
C-5891,0,39.957706,-75.231583,2020-11-10 19:52:00+00:00,2020-11-10 20:35:05+00:00,2.1199998855590816,0.0,2.0,Moderate,Delays of two minutes on PA-3 Walnut St Westbound between PA-3 Walnut St and 56th St. Average speed 15 mph.,Walnut St,Philadelphia,Philadelphia,PA,US,19139-3921,US/Eastern,KPHL,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.12,10.0,0.0,,Partly Cloudy,43.083333333333336,19,1,0,109
C-5892,0,39.978367,-75.143227,2020-11-10 19:54:00+00:00,2020-11-10 20:36:01+00:00,2.0799999237060547,0.0,2.0,Moderate,Delays of two minutes on 5th St Northbound between 5th St and Germantown Ave. Average speed 15 mph.,Montgomery Ave,Philadelphia,Philadelphia,PA,US,19122,US/Eastern,KPHL,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.12,10.0,0.0,,Partly Cloudy,42.016666666666666,19,1,0,109
C-5893,0,40.001247,-75.148216,2020-11-10 19:55:00+00:00,2020-11-10 20:36:01+00:00,2.2300000190734863,0.0,3.0,Slow,Delays of three minutes on Germantown Ave Northbound between Germantown Ave and Hilton St. Average speed ten mph.,Germantown Ave,Philadelphia,Philadelphia,PA,US,19140-5301,US/Eastern,KPNE,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.01,10.0,0.0,,Fair,41.016666666666666,19,1,0,19
C-5894,1,40.007336,-75.124237,2020-11-10 19:00:00+00:00,2020-11-10 20:45:09+00:00,3.259999990463257,0.0,6.0,Slow,Delays of six minutes on Erie Ave Eastbound between Erie Ave and Whitaker Ave. Average speed ten mph.,E Erie Ave,Philadelphia,Philadelphia,PA,US,19134,US/Eastern,KPNE,2020-11-10T13:54:00.000-05:00,75.0,60.0,30.02,10.0,0.0,,Fair,105.15,19,1,0,19
C-5895,1,40.014111,-74.742432,2020-11-10 19:46:00+00:00,2020-11-10 20:35:05+00:00,3.859999895095825,9.0,10.0,Slow,Severe delays of ten minutes and delays increasing on CR-537 Monmouth Rd Eastbound between Lake Dr and Warner Rd. Average speed ten mph.,Monmouth Rd,Mount Holly,Burlington,NJ,US,08060-3909,US/Eastern,KVAY,2020-11-10T14:54:00.000-05:00,76.0,50.0,30.07,10.0,0.0,,Fair,49.083333333333336,19,1,0,19
C-5896,0,40.02187,-75.15825699999998,2020-11-10 19:55:00+00:00,2020-11-10 20:36:01+00:00,2.509999990463257,1.0,4.0,Slow,Delays of four minutes on Germantown Ave Southbound between Haines St and 20th St. Average speed ten mph.,Germantown Ave,Philadelphia,Philadelphia,PA,US,19140-1727,US/Eastern,KPNE,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.01,10.0,0.0,,Fair,41.016666666666666,19,1,0,19
C-5897,1,40.617081,-74.160049,2020-11-10 19:53:00+00:00,2020-11-10 20:39:22+00:00,2.1300001144409184,1.0,2.0,Fast,Delays of two minutes and delays easing on I-278 Westbound between Exit 11 Gannon Ave and Exit 6 Goethals Rd. Average speed 20 mph.,I-278 W,Staten Island,Richmond,NY,US,10314,US/Eastern,KLDJ,2020-11-10T14:35:00.000-05:00,76.0,50.0,30.09,10.0,0.0,,Fair,46.36666666666667,19,1,0,19
C-5898,1,40.610031,-73.962379,2020-11-10 19:56:00+00:00,2020-11-10 20:36:22+00:00,3.920000076293945,0.0,9.0,Slow,Delays of nine minutes on Coney Island Ave Northbound in Manhattan Terrace. Average speed ten mph.,Coney Island Ave,Brooklyn,Kings,NY,US,11223-2328,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.36666666666667,19,1,0,104
C-5899,1,40.612072,-74.010597,2020-11-10 19:54:00+00:00,2020-11-10 20:34:21+00:00,3.9600000381469727,0.0,7.0,Slow,Delays of seven minutes on 86th St Westbound between Shell Rd and Bay 7th St. Average speed ten mph.,86th St,Brooklyn,Kings,NY,US,11228-3407,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.35,19,1,0,104
C-5900,0,40.625832,-74.092163,2020-11-10 19:56:00+00:00,2020-11-10 20:36:22+00:00,2.0999999046325684,1.0,4.0,Moderate,Delays of four minutes on Victory Blvd Westbound in Grymes Hill. Average speed ten mph.,Victory Blvd,Staten Island,Richmond,NY,US,10301,US/Eastern,KEWR,2020-11-10T14:51:00.000-05:00,75.0,55.0,30.1,10.0,0.0,,Partly Cloudy,40.36666666666667,19,1,0,109
C-5901,1,40.63248400000001,-73.957642,2020-11-10 19:54:00+00:00,2020-11-10 20:34:21+00:00,3.470000028610228,2.0,8.0,Slow,Delays of eight minutes on Ocean Ave Southbound between Flatbush Ave and Avenue H. Average speed ten mph.,Ocean Ave,Brooklyn,Kings,NY,US,11230-2501,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.35,19,1,0,104
C-5902,1,40.640579,-74.025726,2020-11-10 19:56:00+00:00,2020-11-10 20:37:20+00:00,5.730000019073486,2.0,12.0,Slow,Severe delays of twelve minutes on 65th St Westbound between Avenue P and 2nd Ave. Average speed ten mph.,2nd Ave,Brooklyn,Kings,NY,US,11220-4815,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,41.333333333333336,19,1,0,104
C-5903,2,40.647686,-74.014526,2020-11-10 18:59:00+00:00,2020-11-10 20:58:27+00:00,1.850000023841858,1.0,3.0,Slow,Delays of three minutes on Belt Pkwy Westbound in Sunset Park. Average speed 15 mph.,50th St,Brooklyn,Kings,NY,US,11220,US/Eastern,KJRB,2020-11-10T13:51:00.000-05:00,73.0,57.0,30.04,10.0,0.0,,Partly Cloudy,119.45,18,1,0,109
C-5904,0,40.662491,-73.710037,2020-11-10 19:54:00+00:00,2020-11-10 20:39:22+00:00,1.6200000047683716,1.0,3.0,Moderate,Delays of three minutes and delays easing on RT-27 Westbound in Valley Stream. Average speed 15 mph.,W Sunrise Hwy,Valley Stream,Nassau,NY,US,11580,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,45.36666666666667,19,1,0,104
C-5905,1,40.664455,-73.997284,2020-11-10 19:53:00+00:00,2020-11-10 20:38:23+00:00,1.6100000143051147,0.0,2.0,Moderate,Delays of two minutes and delays increasing on I-278 Brooklyn Queens Expy Westbound between Exit 26 I-478 Hugh L Carey Tunnel and Exit 23 2nd Ave. Average speed 15 mph.,Brooklyn Queens Expy,Brooklyn,Kings,NY,US,11232,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,45.38333333333333,19,1,0,104
C-5906,0,40.658031,-74.129807,2020-11-10 19:50:00+00:00,2020-11-10 21:11:55+00:00,1.9600000381469729,1.0,1.0,Moderate,Delays of one minute and delays easing on CR-501 Jf Kennedy Blvd Southbound between 31st St and 10th St. Average speed 15 mph.,John F Kennedy Blvd,Bayonne,Hudson,NJ,US,07002-1312,US/Eastern,KEWR,2020-11-10T14:51:00.000-05:00,75.0,55.0,30.1,10.0,0.0,,Partly Cloudy,81.91666666666667,19,1,0,109
C-5907,2,40.69725800000001,-73.81291999999998,2020-11-10 19:54:00+00:00,2020-11-10 20:39:23+00:00,16.459999084472653,11.0,34.0,Slow,Severe delays of 34 minutes and delays increasing on Atlantic Ave Eastbound between Columbia St and 94th Ave. Average speed ten mph.,94th Ave,Jamaica,Queens,NY,US,11435,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,45.38333333333333,19,1,0,104
C-5908,1,40.69813900000001,-73.92469799999998,2020-11-10 19:54:00+00:00,2020-11-10 20:48:30+00:00,5.070000171661377,0.0,11.0,Slow,Severe delays of eleven minutes on Myrtle Ave Eastbound between Duffield St and Stockholm St. Average speed ten mph.,Myrtle Ave,Brooklyn,Kings,NY,US,11221-3236,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,54.5,19,1,0,104
C-5909,1,40.707649,-73.677681,2020-11-10 19:56:00+00:00,2020-11-10 20:57:21+00:00,2.9500000476837163,1.0,5.0,Moderate,Delays of five minutes and delays easing on RT-24 Westbound in Franklin Square. Average speed 15 mph.,Hempstead Tpke,Franklin Square,Nassau,NY,US,11010-2632,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,61.35,19,1,0,104
C-5910,1,40.713791,-73.92031899999998,2020-11-10 19:56:00+00:00,2020-11-10 20:36:22+00:00,4.050000190734863,0.0,7.0,Slow,Delays of seven minutes on Metropolitan Ave Eastbound in Linden Hill. Average speed ten mph.,Metropolitan Ave,Ridgewood,Queens,NY,US,11385-1047,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,40.36666666666667,19,1,0,104
C-5911,0,40.714405,-74.013756,2020-11-10 19:19:00+00:00,2020-11-10 20:35:17+00:00,2.990000009536743,0.0,2.0,Moderate,Delays of two minutes and delays easing on RT-9A Southbound between NY-9A 11th Ave and NY-9A West St. Average speed 20 mph.,West St,New York,New York,NY,US,10282,US/Eastern,KJRB,2020-11-10T13:51:00.000-05:00,73.0,57.0,30.04,10.0,0.0,,Partly Cloudy,76.28333333333333,19,1,0,109
C-5912,1,40.723682,-73.54454,2020-11-10 19:36:00+00:00,2020-11-10 20:36:22+00:00,3.0399999618530287,4.0,6.0,Moderate,Delays of six minutes and delays increasing on RT-106 Southbound in East Meadow. Average speed 15 mph.,Newbridge Rd,East Meadow,Nassau,NY,US,11554,US/Eastern,KFRG,2020-11-10T14:53:00.000-05:00,69.0,70.0,30.06,10.0,0.0,,Fair,60.36666666666667,19,1,0,19
C-5913,1,40.727547,-73.854752,2020-11-10 19:54:00+00:00,2020-11-10 20:34:20+00:00,2.559999942779541,0.0,5.0,Slow,Delays of five minutes on Queens Blvd Westbound between Union Tpke and 66th Rd. Average speed ten mph.,66th Rd,Rego Park,Queens,NY,US,11374,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,40.333333333333336,19,1,0,104
C-5914,0,40.730293,-74.210876,2020-11-10 19:54:00+00:00,2020-11-10 20:35:05+00:00,1.5,0.0,2.0,Moderate,Delays of two minutes on RT-124 Westbound in West Side. Average speed 15 mph.,Springfield Ave,Newark,Essex,NJ,US,07103-1427,US/Eastern,KEWR,2020-11-10T14:51:00.000-05:00,75.0,55.0,30.1,10.0,0.0,,Partly Cloudy,41.083333333333336,19,1,0,109
C-5915,0,40.734486,-73.746025,2020-11-10 19:53:00+00:00,2020-11-10 20:36:22+00:00,2.1600000858306885,1.0,3.0,Moderate,Delays of three minutes on Springfield Blvd Southbound between 58th Ave and Grand Central Pkwy. Average speed ten mph.,Springfield Blvd,Queens Village,Queens,NY,US,11427-1231,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,43.36666666666667,19,1,0,104
C-5916,1,40.73865900000001,-74.190079,2020-11-10 19:11:00+00:00,2020-11-10 20:36:01+00:00,3.7899999618530273,0.0,6.0,Moderate,Delays of six minutes and delays increasing on CR-510 South Orange Ave Eastbound between Hazelwood Ave and Bruce St. Average speed 15 mph.,S Orange Ave,Newark,Essex,NJ,US,07103,US/Eastern,KEWR,2020-11-10T13:51:00.000-05:00,76.0,54.0,30.1,10.0,0.0,,Partly Cloudy,85.01666666666667,19,1,0,109
C-5917,0,40.743732,-73.718285,2020-11-10 19:36:00+00:00,2020-11-10 20:36:22+00:00,0.9700000286102296,0.0,1.0,Slow,Delays of one minute and delays easing on Union Tpke Westbound between 264th St and 252nd St. Average speed ten mph.,Union Tpke,Bellerose,Queens,NY,US,11426-2630,US/Eastern,KJFK,2020-11-10T14:51:00.000-05:00,67.0,76.0,30.13,10.0,0.0,,Mostly Cloudy,60.36666666666667,19,1,0,104
C-5918,1,40.746063,-73.965393,2020-11-10 19:55:00+00:00,2020-11-10 20:39:22+00:00,1.5299999713897705,0.0,1.0,Moderate,Delays of one minute on I-495 Westbound between Van Dam St and 36th St. Average speed 20 mph.,Queens Midtown Tunl W,Long Island City,New York,NY,US,11101,US/Eastern,KNYC,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,44.36666666666667,19,1,0,104
C-5919,0,40.759521,-73.784203,2020-11-10 19:56:00+00:00,2020-11-10 20:36:22+00:00,1.1100000143051147,1.0,2.0,Moderate,Delays of two minutes on Francis Lewis Blvd Northbound between 50th Ave and 42nd Ave. Average speed ten mph.,42nd Ave,Bayside,Queens,NY,US,11361,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,40.36666666666667,19,1,0,104
C-5920,2,40.768116,-73.99569699999998,2020-11-10 18:58:00+00:00,2020-11-10 20:36:21+00:00,6.510000228881836,1.0,9.0,Moderate,Delays of nine minutes and delays easing on RT-9A Northbound between NY-9A West St and NY-9A 12th Ave. Average speed 15 mph.,W 52nd St,New York,New York,NY,US,10019-5049,US/Eastern,KNYC,2020-11-10T13:51:00.000-05:00,73.0,57.0,30.04,10.0,0.0,,Partly Cloudy,98.35,18,1,0,109
C-5921,0,40.796333,-73.67276,2020-11-10 19:55:00+00:00,2020-11-10 20:36:22+00:00,1.100000023841858,1.0,1.0,Moderate,Delays of one minute on Northern Blvd Westbound in Munsey Park. Average speed 15 mph.,Northern Blvd,Manhasset,Nassau,NY,US,11030-3528,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,41.36666666666667,19,1,0,104
C-5922,0,40.798882,-73.662148,2020-11-10 19:55:00+00:00,2020-11-10 20:41:24+00:00,0.9800000190734864,0.0,1.0,Moderate,Delays of one minute and delays easing on Northern Blvd Eastbound in Roslyn. Average speed 15 mph.,Northern Blvd,Roslyn,Nassau,NY,US,11576,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,46.4,19,1,0,104
C-5923,1,40.805431,-73.93454,2020-11-10 19:56:00+00:00,2020-11-10 20:46:21+00:00,9.8100004196167,6.0,21.0,Slow,Severe delays of 21 minutes and delays increasing on Cooper Sq Northbound between 3rd Ave and Harlem River Dr. Average speed ten mph.,3rd Ave,New York,New York,NY,US,10035-1303,US/Eastern,KNYC,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,50.35,19,1,0,104
C-5924,0,40.810261,-73.50173199999998,2020-11-10 19:53:00+00:00,2020-11-10 20:34:20+00:00,0.8899999856948853,1.0,2.0,Slow,Delays of two minutes on RT-25 Eastbound in Locust Grove. Average speed ten mph.,Jericho Tpke,Syosset,Nassau,NY,US,11791-4510,US/Eastern,KFRG,2020-11-10T14:53:00.000-05:00,69.0,70.0,30.06,10.0,0.0,,Fair,41.333333333333336,19,1,0,19
C-5925,0,40.819263,-73.89318100000001,2020-11-10 19:54:00+00:00,2020-11-10 20:47:20+00:00,1.3799999952316284,0.0,3.0,Slow,Delays of three minutes and delays increasing on Southern Blvd Southbound between Freeman St and Tiffany St. Average speed ten mph.,Southern Blvd,Bronx,Bronx,NY,US,10459-4506,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,53.333333333333336,19,1,0,104
C-5926,1,40.843182,-73.847145,2020-11-10 19:56:00+00:00,2020-11-10 20:39:23+00:00,5.110000133514403,1.0,12.0,Slow,Severe delays of twelve minutes on Tremont Ave Eastbound between Tremont Ave and Maclay Ave. Average speed ten mph.,E Tremont Ave,Bronx,Bronx,NY,US,10461-2805,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,43.38333333333333,19,1,0,104
C-5927,0,40.849449,-73.91114,2020-11-10 19:54:00+00:00,2020-11-10 20:34:21+00:00,3.0199999809265137,0.0,4.0,Slow,Delays of four minutes on Jerome Ave Northbound between I-87 Exits 5 6 and 177th St. Average speed ten mph.,Mount Hope Pl,Bronx,Bronx,NY,US,10453-6102,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,40.35,19,1,0,104
C-5928,0,40.839069,-73.41243,2020-11-10 19:54:00+00:00,2020-11-10 20:59:18+00:00,1.9299999475479128,0.0,2.0,Moderate,Delays of two minutes and delays easing on RT-110 Southbound in Huntington Station. Average speed 15 mph.,W Hills Rd,Huntington Station,Suffolk,NY,US,11746,US/Eastern,KFRG,2020-11-10T14:53:00.000-05:00,69.0,70.0,30.06,10.0,0.0,,Fair,65.3,19,1,0,19
C-5929,0,40.869789,-73.43325,2020-11-10 19:54:00+00:00,2020-11-10 20:45:19+00:00,2.1400001049041752,0.0,2.0,Moderate,Delays of two minutes and delays increasing on Main St Westbound in Huntington. Average speed 15 mph.,W Main St,Huntington,Suffolk,NY,US,11743-3204,US/Eastern,KFRG,2020-11-10T14:53:00.000-05:00,69.0,70.0,30.06,10.0,0.0,,Fair,51.31666666666667,19,1,0,19
C-5930,0,40.945648,-73.878349,2020-11-10 19:55:00+00:00,2020-11-10 20:36:22+00:00,1.4800000190734863,0.0,2.0,Moderate,Delays of two minutes on Saw Mill River Rd Southbound in Bryn Mawr. Average speed 15 mph.,Harty St,Yonkers,Westchester,NY,US,10701-5910,US/Eastern,KLGA,2020-11-10T14:51:00.000-05:00,74.0,53.0,30.1,10.0,0.0,,Mostly Cloudy,41.36666666666667,19,1,0,104
C-5931,0,41.024857,-73.634872,2020-11-10 19:32:00+00:00,2020-11-10 20:40:34+00:00,3.150000095367432,1.0,4.0,Moderate,Delays of four minutes and delays easing on US-1 Putnam Ave Westbound between Salem St and US-1 Putnam Ave. Average speed 15 mph.,W Putnam Ave,Greenwich,Fairfield,CT,US,06830-5242,US/Eastern,KHPN,2020-11-10T14:56:00.000-05:00,71.0,61.0,29.64,10.0,0.0,,Partly Cloudy,68.56666666666666,19,1,0,109
C-5932,3,39.378742,-74.579216,2020-11-10 19:38:00+00:00,2020-11-10 21:34:58+00:00,4.369999885559082,17.0,16.0,Moderate,Severe delays of 16 minutes and delays increasing on Garden State Pkwy Northbound in Bargaintown. Average speed ten mph.,Garden State Pkwy N,Egg Harbor Township,Atlantic,NJ,US,08234,US/Eastern,KACY,2020-11-10T14:54:00.000-05:00,73.0,68.0,30.07,10.0,0.0,,Fair,116.96666666666667,19,1,0,19
C-5933,1,39.740376,-75.559624,2020-11-10 19:49:00+00:00,2020-11-10 20:39:03+00:00,2.799999952316284,3.0,5.0,Slow,Delays of five minutes and delays increasing on SR-4 Eastbound between DE-4 Maryland Ave and DE-48 Martin Luther King Blvd. Average speed ten mph.,Maryland Ave,Wilmington,New Castle,DE,US,19801,US/Eastern,KILG,2020-11-10T14:51:00.000-05:00,75.0,53.0,30.04,10.0,0.0,,Partly Cloudy,50.05,19,1,0,109
C-5934,0,39.917507,-75.264595,2020-11-10 19:57:00+00:00,2020-11-10 20:39:03+00:00,1.1100000143051147,0.0,2.0,Moderate,Delays of two minutes on US-13 Chester Pike Westbound between Cedar Ave and Macdade Blvd. Average speed 15 mph.,S Macdade Blvd,Darby,Delaware,PA,US,19023,US/Eastern,KPHL,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.12,10.0,0.0,,Partly Cloudy,42.05,19,1,0,109
C-5935,0,39.955849,-75.183052,2020-11-10 19:56:00+00:00,2020-11-10 20:53:49+00:00,0.75,0.0,1.0,Slow,Delays of one minute and delays easing on PA-3 30th St Westbound between 20th St and 30th St 30th St John F Kennedy Blvd. Average speed ten mph.,N 30th St,Philadelphia,Philadelphia,PA,US,19104,US/Eastern,KPHL,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.12,10.0,0.0,,Partly Cloudy,57.81666666666667,19,1,0,109
C-5936,1,40.012909,-75.071663,2020-11-10 19:56:00+00:00,2020-11-10 21:23:04+00:00,4.96999979019165,0.0,7.0,Moderate,Delays of seven minutes and delays increasing on Torresdale Ave Westbound in Wissinoming. Average speed 15 mph.,Torresdale Ave,Philadelphia,Philadelphia,PA,US,19124-2242,US/Eastern,KPNE,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.01,10.0,0.0,,Fair,87.06666666666666,19,1,0,19
C-5937,0,40.052391,-75.068062,2020-11-10 19:58:00+00:00,2020-11-10 21:01:03+00:00,3.400000095367432,0.0,3.0,Moderate,Delays of three minutes and delays easing on PA-73 Cottman Ave Westbound between Gillespie St and Belden St. Average speed 15 mph.,Cottman Ave,Philadelphia,Philadelphia,PA,US,19111-3845,US/Eastern,KPNE,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.01,10.0,0.0,,Fair,63.05,19,1,0,19
C-5938,0,40.107571,-74.99730699999998,2020-11-10 19:55:00+00:00,2020-11-10 20:39:03+00:00,1.0099999904632568,1.0,1.0,Moderate,Delays of one minute on US-1 Roosevelt Blvd Eastbound between Plaza Dr and Roosevelt Blvd Roosevelt Blvd. Average speed 15 mph.,Roosevelt Blvd,Philadelphia,Philadelphia,PA,US,19154,US/Eastern,KPNE,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.01,10.0,0.0,,Fair,44.05,19,1,0,19
C-5939,0,40.150311,-75.120399,2020-11-10 19:56:00+00:00,2020-11-10 20:47:54+00:00,1.5900000333786009,1.0,2.0,Moderate,Delays of two minutes and delays easing on PA-611 Easton Rd Northbound between PA-63 Moreland Rd and Lincoln Ave. Average speed 15 mph.,Easton Rd,Willow Grove,Montgomery,PA,US,19090-2513,US/Eastern,KPNE,2020-11-10T14:54:00.000-05:00,75.0,55.0,30.01,10.0,0.0,,Fair,51.9,19,1,0,19
C-5940,0,40.583439,-73.960091,2020-11-10 19:57:00+00:00,2020-11-10 20:37:20+00:00,0.8899999856948853,0.0,2.0,Slow,Delays of two minutes on Coney Island Ave Northbound between Brightwater Ct and Belt Pkwy Exits 7B 8. Average speed ten mph.,Coney Island Ave,Brooklyn,Kings,NY,US,11235,US/Eastern,KJRB,2020-11-10T14:51:00.000-05:00,74.0,55.0,30.03,10.0,0.0,,Mostly Cloudy,40.333333333333336,19,1,0,104
